,xfoot,yfoot,xknee,yknee
145,423.4437627811861,214.82617586912065,407.2056074766355,360.06915887850465
146,426.7716535433071,226.21850393700788,413.0466531440162,372.2271805273834
147,429.9795918367347,237.41836734693877,420.59016393442624,384.56762295081967
148,432.4258474576271,249.1927966101695,428.6881287726358,396.49094567404427
149,434.9460580912863,261.448132780083,438.1909871244635,408.7596566523605
150,436.2869379014989,272.9743040685225,448.2061855670103,419.8701030927835
151,437.61052631578946,285.66736842105263,459.47390396659705,431.28601252609604
152,439.2735042735043,297.9465811965812,472.6506986027944,442.251497005988
153,439.3112582781457,312.0198675496689,484.58984375,450.849609375
154,439.9544468546638,326.117136659436,498.7140077821012,459.579766536965
155,439.9933774834437,341.8543046357616,514.7489795918367,468.40408163265306
156,440.00448430493276,358.6726457399103,530.7274590163935,475.0225409836066
157,440.66745843230404,377.2351543942993,544.8555347091932,480.45403377110694
158,443.1858407079646,398.1725663716814,560.9178832116788,484.9689781021898
159,445.6255230125523,420.4979079497908,576.2048417132216,488.4711359404097
160,452.4,445.0288888888889,590.8247619047619,490.23238095238094
161,459.5200892857143,470.5669642857143,604.8593155893536,491.79467680608366
162,468.4782608695652,497.00228832951944,617.5361781076067,491.1205936920223
163,484.53435114503816,524.2461832061068,627.9085714285715,492.11809523809524
164,501.79419889502765,551.7306629834254,636.930056710775,491.9962192816635
165,524.1071428571429,577.9899553571429,644.448275862069,491.9026369168357
166,552.0309734513274,604.516592920354,649.928,490.712
167,582.8263103802672,621.8427543679343,652.2351648351648,490.48131868131867
168,620.13390010627,636.6737513283741,652.5944798301487,490.64331210191085
169,662.5868187579214,639.3536121673004,651.8471337579617,490.3312101910828
170,701.12,632.64,651.4607438016529,490.93801652892563
171,736.1347593582888,615.9465240641712,650.7088888888889,491.3955555555556
172,766.1475195822454,592.0430809399478,652.7603143418468,491.3379174852652
173,791.0161812297735,559.5242718446602,656.5758157389636,491.0403071017274
174,808.5115894039735,526.1324503311258,661.6916488222698,489.7152034261242
175,821.7139451728248,491.79499404052444,671.6218323586745,488.2163742690058
176,828.1615302869288,461.38150903294365,680.2518656716418,485.4235074626866
177,832.2237252861603,429.5046826222685,690.1506129597198,482.3957968476357
178,831.1688311688312,401.840613931523,702.561797752809,477.50374531835206
179,828.6373937677054,374.314447592068,714.6825053995681,473.54211663066957
180,823.7649572649573,351.44017094017096,727.9028268551236,466.13427561837455
181,816.3,329.42622950819674,739.9798165137614,459.6605504587156
182,809.082910321489,310.3502538071066,753.8929824561403,449.5578947368421
183,801.7025547445255,295.7992700729927,765.0053003533569,440.6537102473498
184,792.4948240165631,281.2670807453416,777.9185441941074,428.9150779896014
185,784.1037527593819,267.22737306843266,789.5796610169491,417.8694915254237
186,776.4805825242719,256.38349514563106,799.8584229390681,406.33870967741933
187,769.0493273542601,247.68161434977577,809.2057613168724,393.6008230452675
188,761.9463917525774,239.69072164948454,817.1130268199233,379.9425287356322
189,755.4197002141327,232.4710920770878,824.2647058823529,365.9957983193277
190,749.8709677419355,226.81048387096774,831.0339622641509,352.8264150943396
191,743.6608695652174,220.3108695652174,836.6465028355387,338.41776937618147
192,739.2644444444444,215.11555555555555,840.7292069632496,324.77949709864606
193,734.3672199170124,210.9688796680498,844.2426470588235,311.69485294117646
194,729.2866817155756,205.90293453724604,846.4950690335306,300.16173570019726
195,725.2488584474886,201.91780821917808,848.2725598526704,288.9742173112339
196,721.2101910828026,198.77070063694268,849.7595190380762,274.01402805611224
197,717.2426778242677,195.51255230125523,850.7227926078028,262.5811088295688
198,713.0909090909091,191.6899766899767,851.061403508772,251.14473684210526
199,709.4713375796179,188.9511677282378,850.2254098360655,240.4795081967213
200,705.0021551724138,186.77586206896552,849.215859030837,230.147577092511
201,701.0530785562632,184.85562632696391,847.0767676767676,220.78787878787878
202,698.417808219178,182.83561643835617,845.8991416309013,211.27467811158797
203,695.4955357142857,181.49553571428572,843.5188284518829,202.6234309623431
204,692.4795454545455,180.6340909090909,841.9866071428571,194.09821428571428
205,689.8314855875832,179.7960088691796,839.4668094218415,186.0663811563169
206,686.5397148676171,179.98778004073318,836.4698544698545,179.17255717255716
207,684.4429530201343,179.67337807606265,834.637168141593,171.83849557522123
208,681.7594936708861,180.31012658227849,831.2591792656588,165.39092872570194
209,680.398249452954,181.10503282275712,828.7316513761468,159.48853211009174
210,678.7439824945295,182.6323851203501,826.2638888888889,153.55787037037038
211,677.3947368421053,184.25877192982455,822.8787185354691,148.84439359267733
212,676.15,185.95,820.2537960954447,143.8481561822126
213,675.7149028077754,187.93736501079914,817.8494382022471,139.44494382022472
214,675.6025369978859,190.30655391120507,815.3574660633484,134.99321266968326
215,675.6567164179105,192.66098081023455,813.0258620689655,131.2155172413793
216,676.0735930735931,195.45670995670994,810.485651214128,127.74834437086092
217,677.3145336225597,197.7245119305857,807.8947368421053,124.82608695652173
218,679.0167064439141,200.94988066825775,806.0958605664488,122.01089324618736
219,681.0878048780488,203.87317073170732,804.4366515837104,119.90950226244344
220,682.7522123893805,207.5066371681416,803.0747252747253,117.78461538461538
221,684.8103448275862,210.52463054187191,801.5511111111111,115.50222222222222
222,688.0350467289719,214.1658878504673,800.2781456953643,113.99337748344371
223,691.8030973451328,217.38053097345133,799.3642533936652,112.68552036199095
224,695.050925925926,220.91203703703704,798.6049107142857,112.05580357142857
225,698.9605568445476,224.96055684454757,798.2459016393443,111.38407494145198
226,702.6473214285714,227.75446428571428,797.5862068965517,111.14022988505747
227,707.7070217917676,230.69249394673125,797.943231441048,111.39519650655022
228,711.3870967741935,235.24516129032259,797.9589632829374,111.54427645788337
229,716.4311111111111,238.63777777777779,798.2885462555066,112.30616740088105
230,721.2455357142857,242.13616071428572,799.0022883295195,112.75057208237986
231,725.9624724061811,245.5916114790287,800.1028446389497,114.62800875273523
232,730.9250535331906,249.6980728051392,801.3446712018141,115.60090702947846
233,736.1460176991151,253.2566371681416,803.2356828193832,117.73348017621146
234,741.2876404494382,257.34831460674155,804.718820861678,119.97732426303855
235,746.4832962138084,261.31180400890867,806.4697986577181,122.61968680089485
236,751.7871396895787,265.32150776053214,808.6782407407408,125.74074074074075
237,756.7008928571429,269.74776785714283,811.0520607375271,129.36659436008676
238,762.0730593607306,274.59589041095893,813.1844444444445,132.65555555555557
239,767.1273148148148,279.2384259259259,815.9535398230089,137.34070796460176
240,772.2850678733032,283.4434389140271,818.454347826087,141.80869565217392
241,776.7280898876404,290.51910112359553,821.5084745762712,146.9343220338983
242,782.0098039215686,296.27450980392155,824.0291666666667,152.30833333333334
243,787.1811023622047,303.15354330708664,827.2421052631579,158.21473684210525
244,791.2148014440434,307.8050541516246,829.776119402985,164.20682302771854
245,797.0953271028037,315.40934579439255,832.9414225941423,171.30334728033472
246,801.5690235690236,321.96127946127945,835.4417670682731,178.02008032128515
247,807.921052631579,332.0216718266254,838.1239316239316,185.46794871794873
248,813.2235294117647,341.87394957983196,840.8527607361963,193.72597137014316
249,816.6806966618287,348.92162554426704,843.6614785992218,202.3054474708171
250,821.9786628733997,356.82503556187766,845.3104761904762,210.88761904761904
251,827.8491379310345,368.45545977011494,847.0253164556962,220.34177215189874
252,832.7715458276334,377.7359781121751,848.3984375,230.3359375
253,838.4309165526676,387.5184678522572,849.8372549019608,240.478431372549
254,844.9215425531914,400.60771276595744,850.6842105263158,250.6863157894737
255,849.2512195121951,409.7390243902439,850.8663793103449,262.2155172413793
256,856.265664160401,421.83458646616543,849.9680170575693,273.47547974413646
257,862.6657894736842,433.06315789473683,848.7233201581028,285.6877470355731
258,869.3764553686934,445.8835705045278,846.9775051124744,298.84662576687117
259,876.0314136125654,456.84031413612564,843.0237580993521,312.3347732181426
260,883.186799501868,468.1095890410959,840.8403846153847,324.54423076923075
261,890.6863753213368,478.25964010282775,835.9358178053831,338.69979296066253
262,897.6304044630405,486.61087866108784,830.4405458089668,353.07212475633526
263,903.9655712050078,494.19874804381845,822.3309523809523,368.7738095238095
264,911.2875,499.4111111111111,814.590021691974,385.72017353579173
265,914.3197586726999,502.89592760180994,801.8123667377399,401.6673773987207
266,915.3884057971014,503.0376811594203,791.3790322580645,416.20362903225805
267,912.2274011299435,499.34180790960454,777.2846441947565,430.73408239700376
268,905.4683908045977,497.44971264367814,764.2658227848101,442.7016274864376
269,895.6238938053098,493.8967551622419,749.3604240282685,453.97879858657245
270,882.4406015037594,490.1518796992481,733.8663003663004,463.73443223443223
271,869.1221166892809,488.57937584803256,717.1887550200803,471.99598393574297
272,852.9003984063745,487.0424966799469,701.134724857685,479.0607210626186
273,836.4704370179949,486.1246786632391,684.6974951830443,484.03660886319847
274,820.2679045092838,486.87267904509287,668.0849420849421,488.54633204633205
275,803.171277997365,488.0500658761528,651.6698841698842,491.6660231660232
276,785.6934604904632,490.31607629427793,634.1965648854962,493.71564885496184
277,767.8902777777778,493.90416666666664,617.5275735294117,493.8547794117647
278,751.0355191256831,498.11475409836066,600.347670250896,493.4336917562724
279,733.379781420765,503.1338797814208,583.5698324022346,491.5884543761639
280,714.2955589586524,510.312404287902,566.7099236641221,489.1679389312977
281,696.1267828843106,517.0047543581617,550.491395793499,485.565965583174
282,677.2980132450331,524.384105960265,535.1954732510288,479.67489711934155
283,657.8313856427379,533.2136894824708,521.1558441558442,474.2705627705628
284,636.6264656616415,541.8609715242881,507.4348739495798,467.5693277310924
285,613.7777777777778,549.9734660033167,493.9115226337449,460.1975308641975
286,589.536013400335,558.5125628140704,483.07459677419354,452.80645161290323
287,559.9887005649717,565.132768361582,472.1978494623656,445.3376344086021
288,531.7521160822249,572.3192261185006,464.0736842105263,438.98526315789474
289,505.385989010989,575.679945054945,457.6382536382536,432.97920997921
290,474.09395973154363,576.5615212527964,451.47379032258067,427.125
291,441.2557544757033,571.6010230179028,446.9889624724062,422.6578366445916
292,408.5575,566.035,443.46695095948826,419.66098081023455
293,375.7518987341772,552.7645569620253,442.25,417.71120689655174
294,347.19036144578314,533.3951807228916,441.89309576837417,416.4543429844098
295,322.78005115089513,507.78005115089513,442.14224137931035,416.2715517241379
296,305.74789915966386,478.47058823529414,442.25576519916143,416.2851153039832
297,295.6219839142091,446.0080428954424,441.81663113006397,415.90191897654586
298,292.2717678100264,412.52770448548813,441.74278846153845,414.10336538461536
299,294.1720116618076,381.4460641399417,439.69620253164555,411.52742616033754
300,300.06216216216217,351.35675675675674,437.2197802197802,408.0197802197802
301,309.3543956043956,322.8736263736264,433.90736842105264,403.5473684210526
302,321.989010989011,298.6510989010989,429.26653306613224,398.89178356713427
303,336.2379679144385,276.5053475935829,426.5522041763341,393.48723897911833
304,351.33678756476684,256.71243523316065,421.42337164750955,385.96360153256705
305,367.9625,240.2675,418.4525252525253,379.2848484848485
306,376.5473684210526,233.05526315789473,415.7880085653105,375.64668094218416
307,393.54498714652954,220.18766066838046,411.1529175050302,367.3903420523139
308,411.46446700507613,211.37563451776649,406.80075901328274,358.707779886148
309,428.41050119331743,203.71360381861575,402.7819253438114,349.5343811394892
310,445.10550458715596,198.89908256880733,399.4708423326134,340.12095032397406
311,460.93243243243245,196.48423423423424,395.89834024896265,330.0643153526971
312,476.1214953271028,196.6658878504673,393.330078125,318.580078125
313,489.7242152466368,198.81165919282512,390.600790513834,308.6205533596838
314,501.744874715262,203.16628701594533,388.1516393442623,297.7725409836066
315,511.75750577367205,209.39260969976905,386.414,286.096
316,521.1883289124669,215.72944297082228,384.67287784679087,275.16356107660454
317,527.0812064965197,225.2784222737819,384.23454157782515,264.3795309168444
318,531.8608490566038,235.41273584905662,384.12340425531914,253.53404255319148
319,532.2305986696231,245.6651884700665,383.6971046770601,242.69933184855233
320,531.8833746898263,256.2133995037221,385.4257206208426,232.08203991130821
